"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"ITA","Italy","CITY","City","IT035C","La Spezia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"USA","United States","CITY","City","USA55C","Douglas (NE)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.4,,
"USA","United States","CITY","City","USA181C","Benton (MN)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.6,,
"MEX","Mexico","CITY","City","MEX35C","Matamoros","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.8,,
"FRA","France","CITY","City","FR045C","Valenciennes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"DEU","Germany","CITY","City","DE101C","Paderborn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"CHL","Chile","CITY","City","CL026C","Punta Arenas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"USA","United States","CITY","City","USA101C","Caddo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"DEU","Germany","CITY","City","DE002C","Hamburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"FIN","Finland","CITY","City","FI008C","Kuopio","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"FRA","France","CITY","City","FR018C","Orléans","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"DEU","Germany","CITY","City","DE059C","Bamberg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"GBR","United Kingdom","CITY","City","UK007C","Edinburgh","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.7,,
"ISL","Iceland","CITY","City","IS001C","Reykjavík","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.5,,
"KOR","Korea","CITY","City","KOR15C","Jinju","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.7,,
"USA","United States","CITY","City","USA89C","Spokane","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"MEX","Mexico","CITY","City","MEX36C","Ensenada","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"JPN","Japan","CITY","City","JPN42C","Kurume","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.2,,
"ESP","Spain","CITY","City","ES057C","Santa Lucía de Tirajana","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"POL","Poland","CITY","City","PL014C","Olsztyn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"ESP","Spain","CITY","City","ES071C","Cádiz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"USA","United States","CITY","City","USA18C","Denver","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.2,,
"GBR","United Kingdom","CITY","City","UK567C","Slough","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"NLD","Netherlands","CITY","City","NL016C","Gouda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"HUN","Hungary","CITY","City","HU018C","Zalaegerszeg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.6,,
"IRL","Ireland","CITY","City","IE001C","Dublin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"AUS","Australia","CITY","City","AUS04C","Greater Perth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"MEX","Mexico","CITY","City","MEX83C","Delicias","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"DEU","Germany","CITY","City","DE015C","Bochum","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"FIN","Finland","CITY","City","FI004C","Oulu/Uleåborg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.5,,
"AUS","Australia","CITY","City","AUS12C","Greater Hobart","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"USA","United States","CITY","City","USA119C","Tallahassee","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"CHE","Switzerland","CITY","City","CH008C","Lugano","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13,,
"MEX","Mexico","CITY","City","MEX17C","Morelia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.8,,
"POL","Poland","CITY","City","PL053C","Gdynia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"BGR","Bulgaria","CITY","City","BG002C","Plovdiv","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.5,,
"DEU","Germany","CITY","City","DE115C","Reutlingen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"COL","Colombia","CITY","City","COL49C","Espinal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"COL","Colombia","CITY","City","COL08C","Pereira","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.3,,
"GBR","United Kingdom","CITY","City","UK561C","Torbay","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"USA","United States","CITY","City","USA01C","New York (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"POL","Poland","CITY","City","PL025C","Radom","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.6,,
"GBR","United Kingdom","CITY","City","UK017C","Cambridge","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"FIN","Finland","CITY","City","FI001C","Helsinki/Helsingfors","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.6,,
"HUN","Hungary","CITY","City","HU015C","Kaposvár","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.5,,
"PRT","Portugal","CITY","City","PT012C","Paredes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"ITA","Italy","CITY","City","IT044C","Pavia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.8,,
"FRA","France","CITY","City","FR004C","Marseille","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"DEU","Germany","CITY","City","DE073C","Neu-Ulm","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"BEL","Belgium","CITY","City","BE011C","Oostende","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"JPN","Japan","CITY","City","JPN36C","Miyazaki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.8,,
"USA","United States","CITY","City","USA138C","Alachua","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.1,,
"USA","United States","CITY","City","USA49C","Tampa-Hillsborough","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"ESP","Spain","CITY","City","ES025C","A Coruña","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"MEX","Mexico","CITY","City","MEX80C","Lagos de Moreno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"CZE","Czechia","CITY","City","CZ002C","Brno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"GBR","United Kingdom","CITY","City","UK044C","Darlington","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"MEX","Mexico","CITY","City","MEX13C","Mexicali","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.5,,
"GRC","Greece","CITY","City","EL001C","Athina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.4,,
"COL","Colombia","CITY","City","COL45C","La Dorada","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.9,,
"USA","United States","CITY","City","USA186C","Muskegon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"AUS","Australia","CITY","City","AUS16C","Greater Darwin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"ITA","Italy","CITY","City","IT012C","Verona","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",21.5,,
"POL","Poland","CITY","City","PL024C","Częstochowa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.3,,
"JPN","Japan","CITY","City","JPN07C","Okayama","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.1,,
"ROU","Romania","CITY","City","RO014C","Alba Iulia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.6,,
"GBR","United Kingdom","CITY","City","UK560C","Oxford","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"JPN","Japan","CITY","City","JPN09C","Kitakyushu","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"AUS","Australia","CITY","City","AUS01C","Greater Sydney","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"USA","United States","CITY","City","USA201C","Comanche","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.4,,
"TUR","Türkiye","CITY","City","TR024C","Trabzon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.9,,
"USA","United States","CITY","City","USA65C","Sarasota","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.4,,
"KOR","Korea","CITY","City","KOR20C","Suncheon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.3,,
"JPN","Japan","CITY","City","JPN35C","Kochi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"USA","United States","CITY","City","USA137C","Brown","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.9,,
"IRL","Ireland","CITY","City","IE003C","Limerick","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"ESP","Spain","CITY","City","ES069C","Castellón de la Plana/Castelló de la Plana","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"AUS","Australia","CITY","City","AUS21C","Rockingham","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"MEX","Mexico","CITY","City","MEX76C","Tianguistenco","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
"POL","Poland","CITY","City","PL012C","Kielce","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.2,,
"CZE","Czechia","CITY","City","CZ005C","Ústí nad Labem","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16,,
"CHL","Chile","CITY","City","CL020C","Concepcion","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",21.3,,
"GBR","United Kingdom","CITY","City","UK546C","Colchester","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"JPN","Japan","CITY","City","JPN13C","Takasaki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"CAN","Canada","CITY","City","CAN20C","Regina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"USA","United States","CITY","City","USA06C","Philadelphia (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"JPN","Japan","CITY","City","JPN32C","Fukui","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"GRC","Greece","CITY","City","EL005C","Larisa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.9,,
"DEU","Germany","CITY","City","DE068C","Stralsund","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"ITA","Italy","CITY","City","IT025C","Sassari","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"ESP","Spain","CITY","City","ES084C","Ávila","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"USA","United States","CITY","City","USA26C","Cuyahoga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.5,,
"FIN","Finland","CITY","City","FI005C","Espoo/Esbo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.3,,
"SWE","Sweden","CITY","City","SE002C","Göteborg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"NLD","Netherlands","CITY","City","NL025C","'s-Hertogenbosch","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"DEU","Germany","CITY","City","DE024C","Trier","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"COL","Colombia","CITY","City","COL44C","Ocana","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.5,,
"ESP","Spain","CITY","City","ES016C","Toledo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"ITA","Italy","CITY","City","IT029C","Modena","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.4,,
"DEU","Germany","CITY","City","DE074C","Schweinfurt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"FRA","France","CITY","City","FR029C","Le Mans","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"USA","United States","CITY","City","USA157C","Kalamazoo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8,,
"DEU","Germany","CITY","City","DE071C","Görlitz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"USA","United States","CITY","City","USA156C","Weld","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5,,
"ESP","Spain","CITY","City","ES077C","Mataró","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"ITA","Italy","CITY","City","IT082C","Brindisi","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"DEU","Germany","CITY","City","DE023C","Darmstadt","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"HRV","Croatia","CITY","City","HR007C","Zadar","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"ROU","Romania","CITY","City","RO003C","Timişoara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
"DEU","Germany","CITY","City","DE102C","Würzburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"GBR","United Kingdom","CITY","City","UK582C","Corby","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"ESP","Spain","CITY","City","ES061C","Cartagena","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"ROU","Romania","CITY","City","RO010C","Târgu Mureş","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.5,,
"COL","Colombia","CITY","City","COL13C","Armenia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.7,,
"NLD","Netherlands","CITY","City","NL027C","Hoorn","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"ITA","Italy","CITY","City","IT039C","Como","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.8,,
"POL","Poland","CITY","City","PL060C","Rybnik","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",28.5,,
"DEU","Germany","CITY","City","DE125C","Jena","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"KOR","Korea","CITY","City","KOR16C","Wonju","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",30.3,,
"MEX","Mexico","CITY","City","MEX64C","Carmen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.4,,
"CZE","Czechia","CITY","City","CZ012C","Kladno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.1,,
"FRA","France","CITY","City","FR066C","Martigues","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"ITA","Italy","CITY","City","IT005C","Palermo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"LTU","Lithuania","CITY","City","LT006C","Šiauliai","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"GBR","United Kingdom","CITY","City","UK045C","Worthing","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"POL","Poland","CITY","City","PL051C","Tczew","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.2,,
"ESP","Spain","CITY","City","ES024C","Santa Cruz de Tenerife","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"NLD","Netherlands","CITY","City","NL004C","Almere","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"USA","United States","CITY","City","USA123C","Chatham","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.7,,
"ITA","Italy","CITY","City","IT028C","Brescia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",22.4,,
"FRA","France","CITY","City","FR057C","Béziers","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"GRC","Greece","CITY","City","EL002C","Thessaloniki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.7,,
"KOR","Korea","CITY","City","KOR05C","Seo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",24.8,,
"GBR","United Kingdom","CITY","City","UK540C","Wycombe","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"POL","Poland","CITY","City","PL032C","Piotrków Trybunalski","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.6,,
"TUR","Türkiye","CITY","City","TR026C","Zonguldak","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.4,,
"DEU","Germany","CITY","City","DE013C","Hannover","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"JPN","Japan","CITY","City","JPN08C","Hiroshima","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"ESP","Spain","CITY","City","ES017C","Badajoz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.3,,
"SWE","Sweden","CITY","City","SE010C","Västerås","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"FRA","France","CITY","City","FR028C","Nîmes","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"ITA","Italy","CITY","City","IT064C","Messina","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"USA","United States","CITY","City","USA171C","Las Cruces","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.4,,
"SWE","Sweden","CITY","City","SE011C","Norrköping","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"FRA","France","CITY","City","FR056C","Cherbourg-en-Cotentin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"FRA","France","CITY","City","FR077C","Saint-Louis-Bâle (French part)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"NLD","Netherlands","CITY","City","NL037C","Rotterdam","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"POL","Poland","CITY","City","PL049C","Świdnica","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.2,,
"ESP","Spain","CITY","City","ES065C","Almería","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"USA","United States","CITY","City","USA27C","New Haven","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"LTU","Lithuania","CITY","City","LT005C","Klaipėda","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"GBR","United Kingdom","CITY","City","UK539C","Bournemouth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"COL","Colombia","CITY","City","COL26C","San Andres de Tumaco","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"NLD","Netherlands","CITY","City","NL013C","Ede","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"KOR","Korea","CITY","City","KOR04C","Gwangsan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.3,,
"NZL","New Zealand","CITY","City","NZL59C","Mosgiel","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"ESP","Spain","CITY","City","ES086C","Chiclana de la Frontera","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"POL","Poland","CITY","City","PL054C","Sosnowiec","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.4,,
"ROU","Romania","CITY","City","RO032C","Botoşani","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.3,,
"JPN","Japan","CITY","City","JPN61C","Tomakomai","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"MEX","Mexico","CITY","City","MEX05C","Toluca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
"BGR","Bulgaria","CITY","City","BG017C","Veliko Tarnovo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20.4,,
"CHL","Chile","CITY","City","CL016C","Curico","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.3,,
"MEX","Mexico","CITY","City","MEX88C","Teziutlan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.1,,
"USA","United States","CITY","City","USA83C","Hamilton (TN)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"GBR","United Kingdom","CITY","City","UK590C","Tunbridge Wells","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"USA","United States","CITY","City","USA122C","Winnebago (IL)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"ITA","Italy","CITY","City","IT045C","Massa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13,,
"USA","United States","CITY","City","USA66C","Montgomery (OH)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"NLD","Netherlands","CITY","City","NL038C","Roosendaal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"TUR","Türkiye","CITY","City","TR025C","Van","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",25.7,,
"SVN","Slovenia","CITY","City","SI001C","Ljubljana","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.7,,
"USA","United States","CITY","City","USA104C","York","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.5,,
"CAN","Canada","CITY","City","CAN13C","Victoria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5,,
"MEX","Mexico","CITY","City","MEX67C","Fresnillo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"FRA","France","CITY","City","FR024C","Angers","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"USA","United States","CITY","City","USA53C","Providence","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.4,,
"CHL","Chile","CITY","City","CL011C","Santiago","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.7,,
"USA","United States","CITY","City","USA152C","Webb","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"ITA","Italy","CITY","City","IT059C","Cerignola","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"FRA","France","CITY","City","FR062C","Mamoudzou","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.1,,
"USA","United States","CITY","City","USA78C","Lucas","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"NZL","New Zealand","CITY","City","NZL11C","Hastings","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.5,,
"KOR","Korea","CITY","City","KOR09C","Deokjin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",29.6,,
"BEL","Belgium","CITY","City","BE006C","Brugge","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.2,,
"NLD","Netherlands","CITY","City","NL046C","Zoetermeer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"USA","United States","CITY","City","USA71C","El Paso (CO)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.5,,
"ITA","Italy","CITY","City","IT008C","Bari","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"POL","Poland","CITY","City","PL046C","Tomaszów Mazowiecki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",24.4,,
"ESP","Spain","CITY","City","ES079C","Algeciras","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"DEU","Germany","CITY","City","DE079C","Dessau-Roßlau","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"USA","United States","CITY","City","USA141C","Potter","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5,,
"ESP","Spain","CITY","City","ES009C","Valladolid","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"DEU","Germany","CITY","City","DE053C","Brandenburg an der Havel","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"NZL","New Zealand","CITY","City","NZL54C","Orewa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.2,,
"USA","United States","CITY","City","USA170C","Benton (AR)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
"MEX","Mexico","CITY","City","MEX79C","Zitacuaro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.6,,
"NZL","New Zealand","CITY","City","NZL08C","New Plymouth","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.9,,
"COL","Colombia","CITY","City","COL28C","Apartado","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"ESP","Spain","CITY","City","ES072C","León","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.5,,
"JPN","Japan","CITY","City","JPN60C","Kushiro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.7,,
"USA","United States","CITY","City","USA107C","Santa Barbara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"ROU","Romania","CITY","City","RO031C","Satu Mare","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"ESP","Spain","CITY","City","ES042C","Manresa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.1,,
"DEU","Germany","CITY","City","DE052C","Neumünster","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"GBR","United Kingdom","CITY","City","UK062C","Halton","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10,,
"ESP","Spain","CITY","City","ES066C","Burgos","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.8,,
"ITA","Italy","CITY","City","IT065C","Prato","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.5,,
"JPN","Japan","CITY","City","JPN53C","Obihiro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"MEX","Mexico","CITY","City","MEX46C","Victoria","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.1,,
"DEU","Germany","CITY","City","DE007C","Stuttgart","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.1,,
"NLD","Netherlands","CITY","City","NL014C","Eindhoven","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"MEX","Mexico","CITY","City","MEX14C","Cuernavaca","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.7,,
"MEX","Mexico","CITY","City","MEX89C","Apatzingan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"DEU","Germany","CITY","City","DE005C","Frankfurt am Main","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
