"LOCATION","Country","TL","Territory level","GEO","Geography","VAR","Variable","TIME","Time","Value","Flag Codes","Flags"
"GBR","United Kingdom","CITY","City","UK557C","Blackburn with Darwen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"MEX","Mexico","CITY","City","MEX51C","Minatitlan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.2,,
"COL","Colombia","CITY","City","COL33C","Sogamoso","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",14.9,,
"CZE","Czechia","CITY","City","CZ013C","Karlovy Vary","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11,,
"GBR","United Kingdom","CITY","City","UK013C","Newcastle upon Tyne","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"GBR","United Kingdom","CITY","City","UK531C","Warrington","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.2,,
"COL","Colombia","CITY","City","COL22C","Barrancabermeja","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.5,,
"DEU","Germany","CITY","City","DE057C","Celle","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9,,
"GBR","United Kingdom","CITY","City","UK515C","Brighton and Hove","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"FRA","France","CITY","City","FR073C","Hayange","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"COL","Colombia","CITY","City","COL40C","Yopal","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"USA","United States","CITY","City","USA28C","Charlotte","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.9,,
"HUN","Hungary","CITY","City","HU002C","Miskolc","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",20,,
"ESP","Spain","CITY","City","ES031C","Cáceres","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.8,,
"MEX","Mexico","CITY","City","MEX42C","Nuevo Laredo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"FRA","France","CITY","City","FR050C","Chambéry","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"ROU","Romania","CITY","City","RO028C","Piteşti","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.5,,
"DEU","Germany","CITY","City","DE010C","Dortmund","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"USA","United States","CITY","City","USA183C","McLean","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"POL","Poland","CITY","City","PL037C","Gniezno","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.8,,
"LTU","Lithuania","CITY","City","LT001C","Vilnius","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"HUN","Hungary","CITY","City","HU009C","Székesfehérvár","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.2,,
"FRA","France","CITY","City","FR053C","Melun","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"USA","United States","CITY","City","USA167C","Weber","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.9,,
"MEX","Mexico","CITY","City","MEX02C","Guadalajara","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.4,,
"ESP","Spain","CITY","City","ES012C","Vitoria/Gasteiz","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"JPN","Japan","CITY","City","JPN20C","Himeji","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"ROU","Romania","CITY","City","RO035C","Drobeta-Turnu Severin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.6,,
"GRC","Greece","CITY","City","EL014C","Chania","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.9,,
"COL","Colombia","CITY","City","COL04C","Barranquilla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13,,
"USA","United States","CITY","City","USA69C","Charleston","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.2,,
"ITA","Italy","CITY","City","IT016C","Perugia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"ITA","Italy","CITY","City","IT048C","Matera","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.8,,
"KOR","Korea","CITY","City","KOR01C","Seoul","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",26.3,,
"ESP","Spain","CITY","City","ES038C","Pontevedra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"DEU","Germany","CITY","City","DE049C","Flensburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"NLD","Netherlands","CITY","City","NL010C","Bergen op Zoom","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.5,,
"FRA","France","CITY","City","FR037C","Perpignan","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"ESP","Spain","CITY","City","ES073C","Tarragona","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.8,,
"MEX","Mexico","CITY","City","MEX63C","Tulancingo de Bravo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16,,
"BEL","Belgium","CITY","City","BE012C","Mechelen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.6,,
"DEU","Germany","CITY","City","DE014C","Nürnberg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.4,,
"POL","Poland","CITY","City","PL056C","Zabrze","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",27.8,,
"SWE","Sweden","CITY","City","SE009C","Södertälje","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"GBR","United Kingdom","CITY","City","UK018C","Exeter","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.2,,
"CHL","Chile","CITY","City","CL015C","San Fernando","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.1,,
"SVN","Slovenia","CITY","City","SI002C","Maribor","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.8,,
"NZL","New Zealand","CITY","City","NZL07C","Palmerston North","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7,,
"MEX","Mexico","CITY","City","MEX29C","Celaya","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.3,,
"USA","United States","CITY","City","USA82C","Summit","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.6,,
"FRA","France","CITY","City","FR036C","Dunkerque","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"NLD","Netherlands","CITY","City","NL026C","Hilversum","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"ESP","Spain","CITY","City","ES092C","Mérida","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.6,,
"MEX","Mexico","CITY","City","MEX85C","Iguala de la Independencia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.8,,
"ESP","Spain","CITY","City","ES085C","Benalmádena","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"CAN","Canada","CITY","City","CAN04C","Ottawa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.9,,
"USA","United States","CITY","City","USA94C","Washoe","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6,,
"USA","United States","CITY","City","USA160C","Yakima","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.3,,
"ITA","Italy","CITY","City","IT077C","Terni","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"FRA","France","CITY","City","FR043C","Avignon","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"NLD","Netherlands","CITY","City","NL042C","Utrecht","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"USA","United States","CITY","City","USA37C","Memphis","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"DEU","Germany","CITY","City","DE055C","Lüneburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"GBR","United Kingdom","CITY","City","UK024C","Worcester","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"POL","Poland","CITY","City","PL019C","Jelenia Góra","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"ITA","Italy","CITY","City","IT032C","Piacenza","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.2,,
"GBR","United Kingdom","CITY","City","UK034C","Thanet","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"NLD","Netherlands","CITY","City","NL031C","Maastricht","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"TUR","Türkiye","CITY","City","TR012C","Istanbul","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",23.7,,
"USA","United States","CITY","City","USA198C","Mesa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.8,,
"ITA","Italy","CITY","City","IT086C","Trani","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12,,
"FRA","France","CITY","City","FR008C","Nice","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"DEU","Germany","CITY","City","DE018C","Magdeburg","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.8,,
"SWE","Sweden","CITY","City","SE005C","Umeå","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.8,,
"ITA","Italy","CITY","City","IT068C","Reggio nell'Emilia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17,,
"TUR","Türkiye","CITY","City","TR021C","Nevsehir","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",21.6,,
"USA","United States","CITY","City","USA62C","Hidalgo","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"MEX","Mexico","CITY","City","MEX92C","Chiautla","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.4,,
"JPN","Japan","CITY","City","JPN57C","Ashikaga","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.9,,
"USA","United States","CITY","City","USA175C","Whatcom","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",4.6,,
"DEU","Germany","CITY","City","DE099C","Neuss","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.1,,
"USA","United States","CITY","City","USA44C","Erie (NY)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.1,,
"FRA","France","CITY","City","FR041C","La Seyne-sur-Mer","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"DEU","Germany","CITY","City","DE027C","Frankfurt (Oder)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.9,,
"ESP","Spain","CITY","City","ES098C","San Vicente del Raspeig/Sant Vicent del Raspeig","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.9,,
"GBR","United Kingdom","CITY","City","UK003C","Leeds","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.4,,
"JPN","Japan","CITY","City","JPN04C","Fukuoka","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.2,,
"DEU","Germany","CITY","City","DE047C","Tübingen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.7,,
"ESP","Spain","CITY","City","ES095C","Valdemoro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.5,,
"JPN","Japan","CITY","City","JPN29C","Nagano","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.6,,
"JPN","Japan","CITY","City","JPN52C","Shimonoseki","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"POL","Poland","CITY","City","PL033C","Lubin","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"ESP","Spain","CITY","City","ES043C","Ciudad Real","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.7,,
"DEU","Germany","CITY","City","DE108C","Remscheid","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.2,,
"USA","United States","CITY","City","USA108C","Lafayette","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.3,,
"USA","United States","CITY","City","USA33C","Jacksonville","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.7,,
"GBR","United Kingdom","CITY","City","UK059C","Redditch","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.6,,
"KOR","Korea","CITY","City","KOR22C","Naju","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",24.9,,
"ESP","Spain","CITY","City","ES003C","Valencia","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.1,,
"NZL","New Zealand","CITY","City","NZL14C","Invercargill","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.4,,
"ITA","Italy","CITY","City","IT043C","Asti","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",18.9,,
"ESP","Spain","CITY","City","ES023C","Gijón","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"JPN","Japan","CITY","City","JPN25C","Matsuyama","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.8,,
"COL","Colombia","CITY","City","COL09C","Ibague","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.8,,
"ROU","Romania","CITY","City","RO015C","Focşani","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.3,,
"USA","United States","CITY","City","USA02C","Los Angeles (Greater)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.3,,
"NLD","Netherlands","CITY","City","NL028C","Leeuwarden","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.6,,
"BGR","Bulgaria","CITY","City","BG016C","Blagoevgrad","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",19.8,,
"GBR","United Kingdom","CITY","City","UK591C","Woking","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.9,,
"USA","United States","CITY","City","USA99C","Mahoning","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.2,,
"BGR","Bulgaria","CITY","City","BG011C","Shumen","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",17.6,,
"MEX","Mexico","CITY","City","MEX26C","Xalapa","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15.4,,
"PRT","Portugal","CITY","City","PT008C","Aveiro","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.9,,
"USA","United States","CITY","City","USA133C","Thurston","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",5.2,,
"ESP","Spain","CITY","City","ES090C","Linares","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",11.3,,
"ESP","Spain","CITY","City","ES064C","Alcalá de Henares","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.4,,
"USA","United States","CITY","City","USA206C","Kankakee","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.3,,
"GBR","United Kingdom","CITY","City","UK050C","Burnley","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.8,,
"NZL","New Zealand","CITY","City","NZL04C","Hamilton","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",6.8,,
"DEU","Germany","CITY","City","DE036C","Kiel","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",10.3,,
"POL","Poland","CITY","City","PL029C","Słupsk","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",12.7,,
"ITA","Italy","CITY","City","IT034C","Udine","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",13.3,,
"MEX","Mexico","CITY","City","MEX33C","Irapuato","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",15,,
"USA","United States","CITY","City","USA96C","Montgomery (AL)","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",8.9,,
"ESP","Spain","CITY","City","ES005C","Zaragoza","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",9.5,,
"SVK","Slovak Republic","CITY","City","SK005C","Prešov","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",16.6,,
"USA","United States","CITY","City","USA127C","Madison","PWM_EX","Mean population exposure to PM2.5 air pollution","2019","2019",7.6,,
